as_of_date,source_reference,account_code,name,account_class,currency,balance
2025-03-14,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84146310.01
2025-03-14,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,394864581.00
2025-03-14,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40424451.65
2025-03-14,GL-1900,GL-1900,Other assets,ASSET,GHS,47797171.85
2025-03-14,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455956136.72
2025-03-14,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13678684.10
2025-03-14,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-14,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26431668.86
2025-03-14,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28003613.67
2025-03-17,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18281549.74
2025-03-17,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40483856.39
2025-03-17,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,87232202.37
2025-03-17,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395051786.04
2025-03-17,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40674605.69
2025-03-17,GL-1900,GL-1900,Other assets,ASSET,GHS,45844053.92
2025-03-17,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,456063227.17
2025-03-17,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13681896.82
2025-03-17,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-17,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26449408.67
2025-03-17,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28024310.12
2025-03-18,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17793991.06
2025-03-18,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41839405.68
2025-03-18,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84248656.60
2025-03-18,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395067370.78
2025-03-18,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40418122.07
2025-03-18,GL-1900,GL-1900,Other assets,ASSET,GHS,47415094.21
2025-03-18,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455786277.06
2025-03-18,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13673588.31
2025-03-18,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-18,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26455321.94
2025-03-18,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28031208.94
2025-03-19,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18163678.25
2025-03-19,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41363915.38
2025-03-19,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86532607.63
2025-03-19,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,394887837.32
2025-03-19,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40444902.44
2025-03-19,GL-1900,GL-1900,Other assets,ASSET,GHS,45626621.23
2025-03-19,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455951858.64
2025-03-19,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13678555.76
2025-03-19,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-19,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26461235.22
2025-03-19,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28038107.75
2025-03-20,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17741487.04
2025-03-20,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41653532.72
2025-03-20,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84547171.18
2025-03-20,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395192716.00
2025-03-20,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40444136.51
2025-03-20,GL-1900,GL-1900,Other assets,ASSET,GHS,47163665.99
2025-03-20,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455672117.82
2025-03-20,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13670163.53
2025-03-20,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-20,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26467148.49
2025-03-20,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28045006.57
2025-03-21,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18203446.45
2025-03-21,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41539760.46
2025-03-21,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86214014.95
2025-03-21,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395019443.24
2025-03-21,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40539990.51
2025-03-21,GL-1900,GL-1900,Other assets,ASSET,GHS,45559093.98
2025-03-21,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455796894.58
2025-03-21,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13673906.84
2025-03-21,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-21,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26473061.76
2025-03-21,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28051905.39
2025-03-24,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17708581.47
2025-03-24,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41653579.88
2025-03-24,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84507469.15
2025-03-24,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395463958.63
2025-03-24,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40456329.64
2025-03-24,GL-1900,GL-1900,Other assets,ASSET,GHS,46742830.16
2025-03-24,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455394840.99
2025-03-24,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13661845.23
2025-03-24,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-24,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26490801.58
2025-03-24,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28072601.84
2025-03-25,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18213836.74
2025-03-25,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41484077.27
2025-03-25,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86136571.29
2025-03-25,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395269127.30
2025-03-25,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40581642.65
2025-03-25,GL-1900,GL-1900,Other assets,ASSET,GHS,45257696.25
2025-03-25,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455537330.78
2025-03-25,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13666119.92
2025-03-25,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-25,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26496714.85
2025-03-25,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28079500.66
2025-03-26,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18670259.19
2025-03-26,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40203559.13
2025-03-26,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,88913391.86
2025-03-26,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395452753.40
2025-03-26,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40894660.33
2025-03-26,GL-1900,GL-1900,Other assets,ASSET,GHS,43645311.59
2025-03-26,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,455729696.34
2025-03-26,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13671890.89
2025-03-26,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-26,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26502628.12
2025-03-26,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28086399.47
2025-03-27,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18404585.59
2025-03-27,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40910216.11
2025-03-27,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,87203543.99
2025-03-27,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395750895.53
2025-03-27,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40875210.99
2025-03-27,GL-1900,GL-1900,Other assets,ASSET,GHS,47329747.71
2025-03-27,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,458370813.84
2025-03-27,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13751124.42
2025-03-27,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-27,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26508541.39
2025-03-27,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28093298.29
2025-03-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17779987.22
2025-03-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41973926.78
2025-03-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84877108.23
2025-03-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395779044.64
2025-03-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40519382.82
2025-03-28,GL-1900,GL-1900,Other assets,ASSET,GHS,48659469.81
2025-03-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,458189807.85
2025-03-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13745694.24
2025-03-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26514454.66
2025-03-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28100197.11
2025-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18017415.72
2025-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42439365.71
2025-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,85206302.69
2025-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395695949.62
2025-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40768741.67
2025-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,48188729.05
2025-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,458374692.30
2025-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13751240.77
2025-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26532194.48
2025-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28120893.56
2025-04-01,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18182185.52
2025-04-01,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40194839.44
2025-04-01,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86596966.19
2025-04-01,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395753816.41
2025-04-01,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-41002458.92
2025-04-01,GL-1900,GL-1900,Other assets,ASSET,GHS,40023878.04
2025-04-01,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,449595462.67
2025-04-01,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13487863.88
2025-04-01,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-01,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26538107.75
2025-04-01,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28127792.38
2025-04-02,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18349554.15
2025-04-02,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,39433863.27
2025-04-02,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86951381.39
2025-04-02,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396107466.71
2025-04-02,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40777620.01
2025-04-02,GL-1900,GL-1900,Other assets,ASSET,GHS,39557043.59
2025-04-02,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,449459200.85
2025-04-02,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13483776.03
2025-04-02,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-02,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26544021.02
2025-04-02,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28134691.20
2025-04-03,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17733511.79
2025-04-03,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40548242.12
2025-04-03,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84500508.67
2025-04-03,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396186160.78
2025-04-03,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40464047.15
2025-04-03,GL-1900,GL-1900,Other assets,ASSET,GHS,41068348.27
2025-04-03,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,449399223.48
2025-04-03,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13481976.70
2025-04-03,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-03,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26549934.30
2025-04-03,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28141590.01
2025-04-04,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17654607.10
2025-04-04,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41661039.02
2025-04-04,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,83605419.72
2025-04-04,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,395966201.41
2025-04-04,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40779663.52
2025-04-04,GL-1900,GL-1900,Other assets,ASSET,GHS,41728596.71
2025-04-04,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,449642586.43
2025-04-04,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13489277.59
2025-04-04,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-04,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26555847.57
2025-04-04,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28148488.83
2025-04-07,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17797945.11
2025-04-07,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40536295.74
2025-04-07,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84754344.67
2025-04-07,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396389940.81
2025-04-07,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40459288.44
2025-04-07,GL-1900,GL-1900,Other assets,ASSET,GHS,41260074.49
2025-04-07,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,450035475.44
2025-04-07,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13501064.26
2025-04-07,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-07,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26573587.39
2025-04-07,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28169185.28
2025-04-08,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17712769.95
2025-04-08,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41636959.88
2025-04-08,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,83908882.07
2025-04-08,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396158051.02
2025-04-08,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40768212.25
2025-04-08,GL-1900,GL-1900,Other assets,ASSET,GHS,41955673.30
2025-04-08,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,450338387.59
2025-04-08,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13510151.63
2025-04-08,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-08,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26579500.66
2025-04-08,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28176084.10
2025-04-09,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17844360.03
2025-04-09,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40726536.11
2025-04-09,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84553831.51
2025-04-09,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396513069.60
2025-04-09,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40502424.86
2025-04-09,GL-1900,GL-1900,Other assets,ASSET,GHS,41471509.36
2025-04-09,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,450328626.11
2025-04-09,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13509858.78
2025-04-09,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-09,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26585413.93
2025-04-09,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28182982.92
2025-04-10,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17685430.84
2025-04-10,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41510299.51
2025-04-10,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84240434.34
2025-04-10,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396296113.72
2025-04-10,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40751694.10
2025-04-10,GL-1900,GL-1900,Other assets,ASSET,GHS,42012209.74
2025-04-10,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,450690859.33
2025-04-10,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13520725.78
2025-04-10,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-10,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26591327.20
2025-04-10,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28189881.73
2025-04-11,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18270451.51
2025-04-11,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40543872.14
2025-04-11,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86416730.64
2025-04-11,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396453517.19
2025-04-11,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-41156538.86
2025-04-11,GL-1900,GL-1900,Other assets,ASSET,GHS,40845507.94
2025-04-11,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,451048077.21
2025-04-11,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13531442.32
2025-04-11,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-11,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26597240.47
2025-04-11,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28196780.55
2025-04-14,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17685921.64
2025-04-14,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41587298.26
2025-04-14,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84438975.74
2025-04-14,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396556191.26
2025-04-14,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40756764.47
2025-04-14,GL-1900,GL-1900,Other assets,ASSET,GHS,42275466.76
2025-04-14,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,451412263.98
2025-04-14,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13542367.92
2025-04-14,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-14,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26614980.29
2025-04-14,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28217477.00
2025-04-15,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18280186.18
2025-04-15,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40639372.62
2025-04-15,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86578211.91
2025-04-15,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,396725226.16
2025-04-15,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-41168800.99
2025-04-15,GL-1900,GL-1900,Other assets,ASSET,GHS,41118004.73
2025-04-15,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,451773719.65
2025-04-15,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13553211.59
2025-04-15,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-15,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26620893.56
2025-04-15,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28224375.82
2025-04-16,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18369751.13
2025-04-16,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,39544729.24
2025-04-16,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,87526597.13
2025-04-16,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,397421120.78
2025-04-16,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40870025.52
2025-04-16,GL-1900,GL-1900,Other assets,ASSET,GHS,40210769.94
2025-04-16,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,451791127.42
2025-04-16,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13553733.82
2025-04-16,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-16,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26626806.83
2025-04-16,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28231274.64
2025-04-17,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17895974.92
2025-04-17,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40909487.37
2025-04-17,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84614940.14
2025-04-17,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,397443259.87
2025-04-17,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40609414.58
2025-04-17,GL-1900,GL-1900,Other assets,ASSET,GHS,41923443.15
2025-04-17,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,451754172.13
2025-04-17,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13552625.16
2025-04-17,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-17,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26632720.11
2025-04-17,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28238173.46
2025-04-18,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,17684931.51
2025-04-18,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,41732021.72
2025-04-18,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,84377054.77
2025-04-18,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,397236610.31
2025-04-18,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-40825147.87
2025-04-18,GL-1900,GL-1900,Other assets,ASSET,GHS,42340596.30
2025-04-18,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,452099379.71
2025-04-18,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13562981.39
2025-04-18,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-18,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26638633.38
2025-04-18,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28245072.27
2025-04-21,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18220733.05
2025-04-21,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,40275855.17
2025-04-21,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,86134278.29
2025-04-21,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,397655727.17
2025-04-21,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-41022752.20
2025-04-21,GL-1900,GL-1900,Other assets,ASSET,GHS,41658440.27
2025-04-21,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,452427320.22
2025-04-21,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,13572819.61
2025-04-21,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2025-04-21,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,26656373.19
2025-04-21,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,28265768.73
2025-04-22,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18560315.97
2025-04-22,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,39893315.79
