# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — LOAN book re-push as at 2026-06-30 adding the BoG prudential-return attributes (docs/API_INTEGRATION.md §3.4): sector (BSD4 taxonomy), ownership, facility_type, bog_classification + days_past_due, interest_in_suspense_ghs, ecl_provision_ghs. Every typed field and pre-existing attribute of the current generation is resent because a re-push supersedes the snapshot whole. Push with: uv run python scripts/ingest_push.py --entity position=onboarding/sample_bank/loans_attributes_repush.csv --as-of 2026-06-30 ...
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,rate_index,rate_spread,ifrs9_stage,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.scheduled_principal_ghs,attributes.interest_accrued_ghs,attributes.sector,attributes.ownership,attributes.facility_type,attributes.bog_classification,attributes.days_past_due,attributes.interest_in_suspense_ghs,attributes.ecl_provision_ghs
AA.ARRANGEMENT/1248163,LOAN,GHS,235893.03,343444,SBL-CUST-015252,LN.SME.TERM,1303,2022-07-01,2027-05-06,2027-05-06,0.3404,FIXED,,,2,235893.03,BR-011,5,22730.06,7336.27,manufacturing.home.food_drink_tobacco,,scheduled,olem,31,,9435.72
AA.ARRANGEMENT/1248167,LOAN,GHS,77942.14,106511.57,SBL-CUST-015263,LN.SME.TERM,1303,2024-05-01,2027-07-15,2027-07-15,0.3228,FIXED,,,1,77942.14,BR-012,5,6021.18,2258.61,commerce.other,,scheduled,current,0,,389.71
AA.ARRANGEMENT/1248170,LOAN,GHS,49097.65,84094.09,SBL-CUST-016510,LN.SME.TERM,1303,2025-04-04,2027-02-23,2027-02-23,0.301,FIXED,,,1,49097.65,BR-003,5,7496.59,1419.57,manufacturing.home.other,,scheduled,current,0,,245.49
AA.ARRANGEMENT/1248179,LOAN,GHS,21605.93,23775.92,SBL-CUST-015020,LN.SME.TERM,1303,2024-11-28,2029-02-05,2029-02-05,0.3332,FIXED,,,1,21605.93,BR-011,5,458.09,612.64,manufacturing.home.food_drink_tobacco,,scheduled,current,18,,108.03
AA.ARRANGEMENT/1248181,LOAN,GHS,15948.39,21832.12,SBL-CUST-016746,LN.SME.TERM,1303,2025-02-15,2027-07-05,2027-07-05,0.3131,FIXED,,,1,15948.39,BR-005,5,1238.13,448.42,construction.building_construction,,scheduled,current,0,,79.74
AA.ARRANGEMENT/1248182,LOAN,GHS,43698.18,59874.36,SBL-CUST-015403,LN.SME.TERM,1303,2025-02-12,2027-07-02,2027-07-02,0.308,FIXED,,,1,43698.18,BR-011,5,3401.26,1208.89,transport.road,,scheduled,current,0,,218.49
AA.ARRANGEMENT/1248188,LOAN,GHS,95470.46,179807.87,SBL-CUST-015924,LN.SME.TERM,1303,2025-09-15,2027-01-08,2027-01-08,0.3013,FIXED,,,1,95470.46,BR-008,5,17714.25,2841.88,commerce.import.other,,scheduled,current,0,,477.35
AA.ARRANGEMENT/1248191,LOAN,GHS,20855.15,22355.17,SBL-CUST-016590,LN.SME.TERM,1303,2025-01-18,2029-08-25,2029-08-25,0.3403,FIXED,,,1,20855.15,BR-005,5,317.01,600.41,construction.building_construction,,scheduled,current,0,,104.28
AA.ARRANGEMENT/1248192,LOAN,GHS,124125.28,161920.47,SBL-CUST-016700,LN.SME.TERM,1303,2025-08-11,2027-08-31,2027-08-31,0.3102,FIXED,,,1,124125.28,BR-008,5,7949.71,3414.14,agriculture.other,,scheduled,current,0,,620.63
AA.ARRANGEMENT/1248193,LOAN,GHS,524118.63,623171.3,SBL-CUST-016241,LN.SME.TERM,1303,2024-11-21,2028-03-05,2028-03-05,0.3254,FIXED,,,1,524118.63,BR-008,5,20884.54,14778.67,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,2620.59
AA.ARRANGEMENT/1248199,LOAN,GHS,17224.2,32483.85,SBL-CUST-015337,LN.SME.TERM,1303,2025-08-26,2027-01-18,2027-01-18,0.2942,FIXED,,,1,17224.2,BR-001,5,3201.53,500.77,transport.road,,scheduled,current,0,,86.12
AA.ARRANGEMENT/1248201,LOAN,GHS,9132.19,30073.56,SBL-CUST-016582,LN.SME.TERM,1303,2025-08-28,2026-10-22,2026-10-22,0.3017,FIXED,,,3,9132.19,BR-006,5,4398.81,340.19,commerce.other,,scheduled,substandard,125,264.20,2739.66
AA.ARRANGEMENT/1248203,LOAN,GHS,30202.46,41234.03,SBL-CUST-015161,LN.SME.TERM,1303,2023-09-20,2027-07-01,2027-07-01,0.3281,FIXED,,,1,30202.46,BR-007,5,2326.92,889.41,services.business,,scheduled,current,20,,151.01
AA.ARRANGEMENT/1248205,LOAN,GHS,97866.55,244431.32,SBL-CUST-016654,LN.SME.TERM,1303,2023-05-13,2026-11-23,2026-11-23,0.3267,FIXED,,,1,97866.55,BR-010,5,30908.47,3505.9,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,489.33
AA.ARRANGEMENT/1248207,LOAN,GHS,134639.72,146653.22,SBL-CUST-016663,LN.SME.TERM,1303,2025-11-18,2029-05-01,2029-05-01,0.3194,FIXED,,,1,134639.72,BR-004,5,2530.56,3651.02,transport.road,,scheduled,current,0,,673.20
AA.ARRANGEMENT/1248210,LOAN,GHS,28685.85,36644.4,SBL-CUST-016739,LN.SME.TERM,1303,2024-07-23,2027-10-06,2027-10-06,0.317,FIXED,,,1,28685.85,BR-012,5,1675.77,802.05,agriculture.other,,scheduled,current,0,,143.43
AA.ARRANGEMENT/1248211,LOAN,GHS,159309.77,242495.13,SBL-CUST-016057,LN.SME.TERM,1303,2023-01-09,2027-04-18,2027-04-18,0.3342,FIXED,,,1,159309.77,BR-008,5,17563.4,4925.92,construction.building_construction,,scheduled,current,0,,796.55
AA.ARRANGEMENT/1248212,LOAN,GHS,61246.87,65802.09,SBL-CUST-015553,LN.SME.TERM,1303,2025-07-29,2029-09-06,2029-09-06,0.3231,FIXED,,,3,61246.87,BR-007,5,960.09,1674.92,construction.building_construction,,scheduled,substandard,121,1680.70,18374.06
AA.ARRANGEMENT/1248214,LOAN,GHS,35130.78,42705.8,SBL-CUST-015014,LN.SME.TERM,1303,2025-01-15,2027-12-31,2027-12-31,0.3342,FIXED,,,1,35130.78,BR-003,5,1599.36,1022.93,manufacturing.home.other,,scheduled,current,0,,175.65
AA.ARRANGEMENT/1248215,LOAN,GHS,42615.62,48129.01,SBL-CUST-015253,LN.SME.TERM,1303,2024-02-03,2028-09-09,2028-09-09,0.3378,FIXED,,,1,42615.62,BR-002,5,1164.73,1232.42,services.business,,scheduled,current,0,,213.08
AA.ARRANGEMENT/1248217,LOAN,GHS,238553.59,262721.61,SBL-CUST-015427,LN.SME.TERM,1303,2025-02-09,2029-01-19,2029-01-19,0.3277,FIXED,,,1,238553.59,BR-003,5,5097.5,6653.71,construction.building_construction,,scheduled,current,0,,1192.77
AA.ARRANGEMENT/1248220,LOAN,GHS,76452.15,87725,SBL-CUST-016126,LN.SME.TERM,1303,2024-09-28,2028-07-09,2028-07-09,0.3243,FIXED,,,1,76452.15,BR-002,5,2376.39,2130.34,manufacturing.home.other,,scheduled,current,0,,382.26
AA.ARRANGEMENT/1248222,LOAN,GHS,22414.78,34213.73,SBL-CUST-016623,LN.SME.TERM,1303,2024-05-12,2027-03-28,2027-03-28,0.3191,FIXED,,,1,22414.78,BR-006,5,2485.25,662.13,commerce.import.other,,scheduled,current,0,,112.07
AA.ARRANGEMENT/1248225,LOAN,GHS,36261.79,53163.84,SBL-CUST-016106,LN.SME.TERM,1303,2025-11-02,2027-04-26,2027-04-26,0.3022,FIXED,,,1,36261.79,BR-012,5,3550.62,1002.61,construction.building_construction,,scheduled,current,0,,181.31
AA.ARRANGEMENT/1248226,LOAN,GHS,81617.58,132005.86,SBL-CUST-016001,LN.SME.TERM,1303,2025-06-08,2027-02-28,2027-02-28,0.294,FIXED,,,3,81617.58,BR-001,5,10571.32,2258.63,services.business,,scheduled,substandard,97,460.19,24485.27
AA.ARRANGEMENT/1248229,LOAN,GHS,89145.92,136588.85,SBL-CUST-015217,LN.SME.TERM,1303,2025-08-20,2027-04-12,2027-04-12,0.2986,FIXED,,,1,89145.92,BR-005,5,9960.66,2466.1,commerce.import.other,,scheduled,current,0,,445.73
AA.ARRANGEMENT/1248230,LOAN,GHS,10635.36,59980.28,SBL-CUST-015895,LN.SME.TERM,1303,2024-11-02,2026-09-23,2026-09-23,0.3055,FIXED,,,1,10635.36,BR-002,5,10371.32,534.8,commerce.other,,scheduled,current,0,,53.18
AA.ARRANGEMENT/1248232,LOAN,GHS,374463.72,451232.3,SBL-CUST-015782,LN.SME.TERM,1303,2025-08-19,2028-02-05,2028-02-05,0.3124,FIXED,,,3,374463.72,BR-006,5,16152.87,10169.05,manufacturing.home.other,,scheduled,substandard,98,2564.00,112339.12
AA.ARRANGEMENT/1248233,LOAN,GHS,317746.95,422672.84,SBL-CUST-016545,LN.SME.TERM,1303,2023-10-15,2027-07-26,2027-07-26,0.3276,FIXED,,,1,317746.95,BR-004,5,22130.55,9278.66,commerce.other,,scheduled,current,0,,1588.73
AA.ARRANGEMENT/1248234,LOAN,GHS,48581.45,159763.59,SBL-CUST-015208,LN.SME.TERM,1303,2025-01-06,2026-09-28,2026-09-28,0.3088,FIXED,,,1,48581.45,BR-011,5,23380.49,1851.82,agriculture.other,,scheduled,current,0,,242.91
AA.ARRANGEMENT/1248235,LOAN,GHS,277377.42,318694.77,SBL-CUST-015687,LN.SME.TERM,1303,2026-01-08,2028-06-26,2028-06-26,0.316,FIXED,,,1,277377.42,BR-012,5,8698.53,7533.33,services.business,,scheduled,current,0,,1386.89
AA.ARRANGEMENT/1248240,LOAN,GHS,175439.44,184268.94,SBL-CUST-016402,LN.SME.TERM,1303,2026-01-31,2030-05-10,2030-05-10,0.3361,FIXED,,,1,175439.44,BR-011,5,1864.78,4966,manufacturing.home.other,,scheduled,current,0,,877.20
AA.ARRANGEMENT/1248251,LOAN,GHS,13225.32,32979.39,SBL-CUST-016227,LN.SME.TERM,1303,2022-10-24,2026-11-02,2026-11-02,0.3349,FIXED,,,1,13225.32,BR-009,5,4171.25,485.51,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,66.13
AA.ARRANGEMENT/1248254,LOAN,GHS,155226.4,198638.54,SBL-CUST-015964,LN.SME.TERM,1303,2025-10-21,2027-10-11,2027-10-11,0.307,FIXED,,,3,155226.4,BR-008,5,9126.54,4204.7,services.business,,scheduled,substandard,141,6658.57,46567.92
AA.ARRANGEMENT/1248255,LOAN,GHS,296087.18,395141.2,SBL-CUST-015921,LN.SME.TERM,1303,2025-12-29,2027-08-21,2027-08-21,0.3093,FIXED,,,1,296087.18,BR-011,5,20831.72,8168.58,agriculture.other,,scheduled,current,0,,1480.44
AA.ARRANGEMENT/1248257,LOAN,GHS,230038.23,758364.33,SBL-CUST-016476,LN.SME.TERM,1303,2025-04-12,2026-10-04,2026-10-04,0.2962,FIXED,,,3,230038.23,BR-007,5,110880,8415,manufacturing.home.other,,scheduled,doubtful,333,45362.66,126521.03
AA.ARRANGEMENT/1248259,LOAN,GHS,11806.8,38743.51,SBL-CUST-016651,LN.SME.TERM,1303,2023-12-31,2026-10-16,2026-10-16,0.3199,FIXED,,,2,11806.8,BR-012,5,5674.48,466.02,commerce.other,,scheduled,olem,55,,472.27
AA.ARRANGEMENT/1248262,LOAN,GHS,92079.82,110764.42,SBL-CUST-016321,LN.SME.TERM,1303,2025-01-18,2028-02-02,2028-02-02,0.3228,FIXED,,,1,92079.82,BR-001,5,3937.89,2582.88,services.business,,scheduled,current,0,,460.40
AA.ARRANGEMENT/1248263,LOAN,GHS,154030.26,289508.41,SBL-CUST-016526,LN.SME.TERM,1303,2024-08-15,2027-01-02,2027-01-02,0.312,FIXED,,,1,154030.26,BR-007,5,28504.14,4745.89,commerce.import.other,,scheduled,current,0,,770.15
AA.ARRANGEMENT/1248265,LOAN,GHS,33477.47,42024.73,SBL-CUST-016732,LN.SME.TERM,1303,2025-03-22,2027-11-07,2027-11-07,0.3173,FIXED,,,1,33477.47,BR-010,5,1799.82,932.79,services.business,,scheduled,current,0,,167.39
AA.ARRANGEMENT/1248268,LOAN,GHS,260707.93,286073.73,SBL-CUST-015687,LN.SME.TERM,1303,2025-09-14,2029-02-25,2029-02-25,0.323,FIXED,,,1,260707.93,BR-006,5,5346.17,7161.29,services.business,,scheduled,current,0,,1303.54
AA.ARRANGEMENT/1248269,LOAN,GHS,130436.67,153350.55,SBL-CUST-015027,LN.SME.TERM,1303,2024-09-23,2028-04-05,2028-04-05,0.3321,FIXED,,,1,130436.67,BR-009,5,4836.34,3743.68,agriculture.other,,scheduled,current,0,,652.18
AA.ARRANGEMENT/1248274,LOAN,GHS,401887.26,473595.21,SBL-CUST-016574,LN.SME.TERM,1303,2025-12-21,2028-04-09,2028-04-09,0.3177,FIXED,,,1,401887.26,BR-009,5,15100.72,11039.76,commerce.import.other,,scheduled,current,0,,2009.44
AA.ARRANGEMENT/1248275,LOAN,GHS,239986.09,350215.61,SBL-CUST-015398,LN.SME.TERM,1303,2023-09-01,2027-05-13,2027-05-13,0.3276,FIXED,,,1,239986.09,BR-007,5,23249.17,7186.32,agriculture.other,,scheduled,current,0,,1199.93
AA.ARRANGEMENT/1248276,LOAN,GHS,78410.33,85623.13,SBL-CUST-015095,LN.SME.TERM,1303,2025-09-13,2029-03-26,2029-03-26,0.3285,FIXED,,,1,78410.33,BR-009,5,1521.51,2188.13,commerce.other,,scheduled,current,0,,392.05
AA.ARRANGEMENT/1248277,LOAN,GHS,135405.4,198260.83,SBL-CUST-015255,LN.SME.TERM,1303,2025-05-19,2027-05-09,2027-05-09,0.3093,FIXED,,,1,135405.4,BR-009,5,13218.91,3830.79,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,677.03
AA.ARRANGEMENT/1248279,LOAN,GHS,599380.09,640798.97,SBL-CUST-015113,LN.SME.TERM,1303,2025-01-14,2029-09-20,2029-09-20,0.3388,FIXED,,,1,599380.09,BR-012,5,8751.35,17169.58,construction.building_construction,,scheduled,current,0,,2996.90
AA.ARRANGEMENT/1248281,LOAN,GHS,74955.26,74955.26,SBL-CUST-015519,LN.SME.WCAP,1303,2024-11-12,2026-09-03,2026-05-06,0.2159,FLOATING,BOG_MPR,0.06,1,74955.26,BR-006,5,0,1360.44,commerce.import.other,,overdraft,current,0,,374.78
AA.ARRANGEMENT/1248282,LOAN,GHS,732259.72,732259.72,SBL-CUST-015349,LN.SME.WCAP,1303,2025-06-23,2027-02-13,2026-09-16,0.2159,FLOATING,BOG_MPR,0.06,1,732259.72,BR-005,5,0,13302.72,transport.road,,overdraft,current,0,,3661.30
AA.ARRANGEMENT/1248283,LOAN,GHS,164752.55,164752.55,SBL-CUST-015503,LN.SME.WCAP,1303,2025-12-27,2026-11-22,2026-09-23,0.2159,FLOATING,BOG_MPR,0.06,1,164752.55,BR-008,5,0,3035.57,manufacturing.home.other,,overdraft,current,3,,823.76
AA.ARRANGEMENT/1248286,LOAN,GHS,44431.78,44431.78,SBL-CUST-015083,LN.SME.WCAP,1303,2025-07-10,2027-06-30,2026-07-05,0.218,FLOATING,BOG_MPR,0.06,3,44431.78,BR-011,5,0,807.18,manufacturing.home.other,,overdraft,substandard,111,557.28,13329.53
AA.ARRANGEMENT/1248287,LOAN,GHS,102129.19,102129.19,SBL-CUST-015884,LN.SME.WCAP,1303,2026-01-17,2026-09-14,2026-07-16,0.218,FLOATING,BOG_MPR,0.06,1,102129.19,BR-005,5,0,1855.35,commerce.other,,overdraft,current,0,,510.65
AA.ARRANGEMENT/1248289,LOAN,GHS,197606.98,197606.98,SBL-CUST-016402,LN.SME.WCAP,1303,2025-11-21,2026-09-17,2026-08-18,0.2178,FLOATING,BOG_MPR,0.06,2,197606.98,BR-002,5,0,3586.57,manufacturing.home.other,,overdraft,olem,64,,7904.28
AA.ARRANGEMENT/1248291,LOAN,GHS,211789.8,211789.8,SBL-CUST-016613,LN.SME.WCAP,1303,2025-08-09,2026-07-05,2026-08-04,0.2178,FLOATING,BOG_MPR,0.06,1,211789.8,BR-003,5,0,3843.98,agriculture.other,,overdraft,current,0,,1058.95
AA.ARRANGEMENT/1248292,LOAN,GHS,57941.33,57941.33,SBL-CUST-015669,LN.SME.WCAP,1303,2025-10-07,2026-09-02,2026-07-04,0.218,FLOATING,BOG_MPR,0.06,1,57941.33,BR-007,5,0,1052.6,agriculture.other,,overdraft,current,0,,289.71
AA.ARRANGEMENT/1248293,LOAN,GHS,133588.54,133588.54,SBL-CUST-016028,LN.SME.WCAP,1303,2025-03-10,2027-01-29,2026-09-01,0.2159,FLOATING,BOG_MPR,0.06,1,133588.54,BR-011,5,0,2424.63,commerce.import.other,,overdraft,current,0,,667.94
AA.ARRANGEMENT/1248300,LOAN,GHS,341861.89,341861.89,SBL-CUST-015219,LN.SME.WCAP,1303,2025-08-07,2027-06-28,2026-08-02,0.2178,FLOATING,BOG_MPR,0.06,1,341861.89,BR-006,5,0,6204.79,commerce.other,,overdraft,current,0,,1709.31
AA.ARRANGEMENT/1248306,LOAN,GHS,31483.05,31483.05,SBL-CUST-016057,LN.SME.WCAP,1303,2025-06-19,2026-09-12,2026-09-12,0.2159,FLOATING,BOG_MPR,0.06,1,31483.05,BR-008,5,0,571.94,construction.building_construction,,overdraft,current,0,,157.42
AA.ARRANGEMENT/1248307,LOAN,GHS,29671.16,29671.16,SBL-CUST-016402,LN.SME.WCAP,1303,2025-09-23,2026-07-20,2026-09-18,0.2159,FLOATING,BOG_MPR,0.06,1,29671.16,BR-006,5,0,546.69,manufacturing.home.other,,overdraft,current,0,,148.36
AA.ARRANGEMENT/1248311,LOAN,GHS,408899.14,408899.14,SBL-CUST-016016,LN.SME.WCAP,1303,2024-09-14,2026-07-06,2026-03-08,0.2159,FLOATING,BOG_MPR,0.06,1,408899.14,BR-012,5,0,7421.52,construction.building_construction,,overdraft,current,0,,2044.50
AA.ARRANGEMENT/1248313,LOAN,GHS,88985.97,88985.97,SBL-CUST-015392,LN.SME.WCAP,1303,2025-08-30,2026-07-26,2026-08-25,0.2178,FLOATING,BOG_MPR,0.06,1,88985.97,BR-008,5,0,1615.1,construction.building_construction,,overdraft,current,0,,444.93
AA.ARRANGEMENT/1248314,LOAN,GHS,394988.06,394988.06,SBL-CUST-016550,LN.SME.WCAP,1303,2025-11-12,2026-09-08,2026-08-09,0.2178,FLOATING,BOG_MPR,0.06,1,394988.06,BR-007,5,0,7169.03,commerce.other,,overdraft,current,0,,1974.94
AA.ARRANGEMENT/1248315,LOAN,GHS,98378.9,98378.9,SBL-CUST-016759,LN.SME.WCAP,1303,2025-06-29,2027-06-19,2026-09-22,0.2159,FLOATING,BOG_MPR,0.06,1,98378.9,BR-010,5,0,1787.22,construction.building_construction,,overdraft,current,0,,491.89
AA.ARRANGEMENT/1248316,LOAN,GHS,101329.48,101329.48,SBL-CUST-015505,LN.SME.WCAP,1303,2025-02-25,2026-12-17,2026-08-19,0.2159,FLOATING,BOG_MPR,0.06,1,101329.48,BR-011,5,0,1839.13,agriculture.other,,overdraft,current,0,,506.65
AA.ARRANGEMENT/1248317,LOAN,GHS,45116.85,45116.85,SBL-CUST-016096,LN.SME.WCAP,1303,2024-10-27,2026-07-19,2026-04-20,0.2159,FLOATING,BOG_MPR,0.06,1,45116.85,BR-002,5,0,818.87,agriculture.other,,overdraft,current,11,,225.58
AA.ARRANGEMENT/1248318,LOAN,GHS,319723.87,319723.87,SBL-CUST-016024,LN.SME.WCAP,1303,2025-05-25,2027-04-15,2026-08-18,0.2178,FLOATING,BOG_MPR,0.06,3,319723.87,BR-004,5,0,5802.99,agriculture.other,,overdraft,loss,542,86234.00,319723.87
AA.ARRANGEMENT/1248319,LOAN,GHS,58076.92,58076.92,SBL-CUST-016713,LN.SME.WCAP,1303,2025-08-05,2027-01-27,2026-07-31,0.2178,FLOATING,BOG_MPR,0.06,1,58076.92,BR-007,5,0,1054.1,commerce.import.other,,overdraft,current,0,,290.38
AA.ARRANGEMENT/1248321,LOAN,GHS,174847.47,174847.47,SBL-CUST-015032,LN.SME.WCAP,1303,2025-09-18,2026-10-13,2026-09-13,0.2159,FLOATING,BOG_MPR,0.06,1,174847.47,BR-009,5,0,3221.56,construction.building_construction,,overdraft,current,0,,874.24
AA.ARRANGEMENT/1248322,LOAN,GHS,28527.42,28527.42,SBL-CUST-015841,LN.SME.WCAP,1303,2025-01-01,2026-09-23,2026-06-25,0.2159,FLOATING,BOG_MPR,0.06,1,28527.42,BR-005,5,0,517.77,agriculture.other,,overdraft,current,0,,142.64
AA.ARRANGEMENT/1248327,LOAN,GHS,100937.99,100937.99,SBL-CUST-015851,LN.SME.WCAP,1303,2024-09-12,2026-08-03,2026-03-06,0.2159,FLOATING,BOG_MPR,0.06,1,100937.99,BR-004,5,0,1832.02,manufacturing.home.other,,overdraft,current,0,,504.69
AA.ARRANGEMENT/1248329,LOAN,GHS,274584.86,274584.86,SBL-CUST-016748,LN.SME.WCAP,1303,2025-08-25,2027-01-17,2026-08-20,0.2178,FLOATING,BOG_MPR,0.06,1,274584.86,BR-011,5,0,4983.72,manufacturing.home.food_drink_tobacco,,overdraft,current,0,,1372.92
AA.ARRANGEMENT/1248332,LOAN,GHS,46204.61,46204.61,SBL-CUST-015967,LN.SME.WCAP,1303,2025-12-10,2027-10-01,2026-09-06,0.2159,FLOATING,BOG_MPR,0.06,2,46204.61,BR-011,5,0,851.32,manufacturing.home.other,,overdraft,olem,54,,1848.18
AA.ARRANGEMENT/1248335,LOAN,GHS,196916.52,196916.52,SBL-CUST-016537,LN.SME.WCAP,1303,2025-05-14,2026-11-05,2026-08-07,0.2178,FLOATING,BOG_MPR,0.06,3,196916.52,BR-008,5,0,3574.03,manufacturing.home.other,,overdraft,doubtful,320,27025.58,108304.09
AA.ARRANGEMENT/1248336,LOAN,GHS,45920.56,45920.56,SBL-CUST-015594,LN.SME.WCAP,1303,2025-01-24,2026-07-18,2026-07-18,0.2159,FLOATING,BOG_MPR,0.06,1,45920.56,BR-002,5,0,833.46,commerce.import.other,,overdraft,current,0,,229.60
AA.ARRANGEMENT/1248338,LOAN,GHS,75817.99,75817.99,SBL-CUST-015277,LN.SME.WCAP,1303,2025-07-01,2027-06-21,2026-09-24,0.2159,FLOATING,BOG_MPR,0.06,1,75817.99,BR-008,5,0,1377.36,agriculture.other,,overdraft,current,0,,379.09
AA.ARRANGEMENT/1248340,LOAN,GHS,257696.94,257696.94,SBL-CUST-016690,LN.SME.WCAP,1303,2025-03-03,2026-11-23,2026-08-25,0.2159,FLOATING,BOG_MPR,0.06,3,257696.94,BR-002,5,0,4677.2,manufacturing.home.other,,overdraft,doubtful,225,20577.98,141733.32
AA.ARRANGEMENT/1248342,LOAN,GHS,59621.86,59621.86,SBL-CUST-015131,LN.SME.WCAP,1303,2025-12-10,2027-06-03,2026-09-06,0.2159,FLOATING,BOG_MPR,0.06,1,59621.86,BR-005,5,0,1098.53,transport.road,,overdraft,current,0,,298.11
AA.ARRANGEMENT/1248354,LOAN,GHS,52426.86,52426.86,SBL-CUST-015904,LN.SME.WCAP,1303,2026-01-14,2027-12-05,2026-07-13,0.218,FLOATING,BOG_MPR,0.06,1,52426.86,BR-002,5,0,952.42,commerce.export.other,,overdraft,current,0,,262.13
AA.ARRANGEMENT/1248362,LOAN,GHS,22511.23,22511.23,SBL-CUST-016684,LN.SME.WCAP,1303,2025-01-29,2026-09-21,2026-07-23,0.2159,FLOATING,BOG_MPR,0.06,1,22511.23,BR-006,5,0,408.58,transport.road,,overdraft,current,0,,112.56
AA.ARRANGEMENT/1248364,LOAN,GHS,125184.49,125184.49,SBL-CUST-015078,LN.SME.WCAP,1303,2025-04-28,2027-01-18,2026-07-22,0.2178,FLOATING,BOG_MPR,0.06,1,125184.49,BR-007,5,0,2272.1,manufacturing.home.other,,overdraft,current,0,,625.92
AA.ARRANGEMENT/1248369,LOAN,GHS,228000.11,228000.11,SBL-CUST-015291,LN.SME.WCAP,1303,2025-07-24,2026-07-19,2026-07-19,0.218,FLOATING,BOG_MPR,0.06,1,228000.11,BR-009,5,0,4142,manufacturing.home.food_drink_tobacco,,overdraft,current,0,,1140.00
AA.ARRANGEMENT/1248371,LOAN,GHS,31924.98,31924.98,SBL-CUST-016337,LN.SME.WCAP,1303,2025-07-29,2026-08-23,2026-07-24,0.218,FLOATING,BOG_MPR,0.06,1,31924.98,BR-012,5,0,579.97,services.business,,overdraft,current,0,,159.62
AA.ARRANGEMENT/1248381,LOAN,GHS,33986.14,33986.14,SBL-CUST-015047,LN.SME.WCAP,1303,2025-07-29,2027-03-21,2026-07-24,0.218,FLOATING,BOG_MPR,0.06,3,33986.14,BR-010,5,0,617.41,transport.road,,overdraft,doubtful,276,3775.53,18692.38
AA.ARRANGEMENT/1248384,LOAN,GHS,75093.99,75093.99,SBL-CUST-016018,LN.SME.WCAP,1303,2025-09-11,2027-04-04,2026-09-06,0.2159,FLOATING,BOG_MPR,0.06,1,75093.99,BR-007,5,0,1383.61,construction.building_construction,,overdraft,current,0,,375.47
AA.ARRANGEMENT/1248386,LOAN,GHS,43294.94,43294.94,SBL-CUST-016276,LN.SME.WCAP,1303,2025-01-02,2026-07-26,2026-06-26,0.2159,FLOATING,BOG_MPR,0.06,1,43294.94,BR-005,5,0,785.8,manufacturing.home.other,,overdraft,current,0,,216.47
AA.ARRANGEMENT/1248389,LOAN,GHS,201496.99,201496.99,SBL-CUST-015132,LN.SME.WCAP,1303,2025-08-02,2027-05-24,2026-07-28,0.218,FLOATING,BOG_MPR,0.06,1,201496.99,BR-009,5,0,3660.53,mining.quarrying,,overdraft,current,0,,1007.48
AA.ARRANGEMENT/1248392,LOAN,GHS,234012.26,234012.26,SBL-CUST-015838,LN.SME.WCAP,1303,2025-11-21,2026-07-19,2026-08-18,0.2178,FLOATING,BOG_MPR,0.06,1,234012.26,BR-008,5,0,4247.32,commerce.other,,overdraft,current,0,,1170.06
AA.ARRANGEMENT/1248399,LOAN,GHS,24092.59,24092.59,SBL-CUST-016374,LN.SME.WCAP,1303,2025-05-05,2027-01-25,2026-07-29,0.2178,FLOATING,BOG_MPR,0.06,1,24092.59,BR-011,5,0,437.28,commerce.import.other,,overdraft,current,0,,120.46
AA.ARRANGEMENT/1248402,LOAN,GHS,677828.01,677828.01,SBL-CUST-015168,LN.SME.WCAP,1303,2024-12-12,2026-12-02,2026-06-05,0.2159,FLOATING,BOG_MPR,0.06,1,677828.01,BR-001,5,0,12302.58,manufacturing.home.textiles_clothing_footwear,,overdraft,current,0,,3389.14
AA.ARRANGEMENT/1248411,LOAN,GHS,102172.12,338247.74,SBL-CUST-015099,LN.AGRI.SEA,1305,2026-01-13,2026-10-10,2026-10-10,0.2748,FIXED,,,1,102172.12,BR-002,5,49377.02,3470.48,agriculture.fishing,,scheduled,current,0,,510.86
AA.ARRANGEMENT/1248414,LOAN,GHS,8208.16,46571.68,SBL-CUST-015865,LN.AGRI.SEA,1305,2025-12-26,2026-09-22,2026-09-22,0.275,FIXED,,,3,8208.16,BR-005,5,8024.28,371.99,agriculture.poultry_farming,,scheduled,substandard,113,142.24,2462.45
AA.ARRANGEMENT/1248425,LOAN,GHS,112669.38,239553.85,SBL-CUST-015681,LN.AGRI.SEA,1305,2025-12-29,2026-12-24,2026-12-24,0.282,FIXED,,,1,112669.38,BR-011,5,26569.28,3272.11,agriculture.cocoa_production,,scheduled,current,0,,563.35
AA.ARRANGEMENT/1248426,LOAN,GHS,83211.35,209952.36,SBL-CUST-016169,LN.AGRI.SEA,1305,2025-12-07,2026-11-02,2026-11-02,0.2743,FIXED,,,1,83211.35,BR-001,5,26506.74,2507.97,agriculture.cocoa_production,,scheduled,current,0,,416.06
